,premise,hypothesis,label
26151,드류는 텍사스인의 어깨에 손을 바짝 붙들고도 상황을 평가하려고 애쓰며 그를 뒤쫓았다,드류는 텍사스인을 자유롭게 놓아주었고 그를 막으려 하지 않았다.,contradiction
309009,드류는 텍사스인의 어깨에 손을 바짝 붙들고도 상황을 평가하려고 애쓰며 그를 뒤쫓았다,텍사스 인은 싸움을 시작할 준비가 되어 있었다.,neutral
371887,드류는 텍사스인의 어깨에 손을 바짝 붙들고도 상황을 평가하려고 애쓰며 그를 뒤쫓았다,드류는 텍사스인을 제지하면서 상황을 가늠하려고 애쓰며 그를 뒤쫓았다.,entailment
16677,법률 정보의 제공을 통해 프로그램은 또한 개인들이 법정에서 자신을 대표할 준비를 하도록 돕는다,"법률 정보의 제공을 통해, 프로그램은 개인들이 법정에서 자신을 대표할 준비를 하는 것을 돕지 않는다.",contradiction
318834,법률 정보의 제공을 통해 프로그램은 또한 개인들이 법정에서 자신을 대표할 준비를 하도록 돕는다,"로봇의 제공을 통해, 프로그램은 또한 개인들이 법정에서 자신을 대표할 준비를 하는 것을 돕는다.",neutral
351972,법률 정보의 제공을 통해 프로그램은 또한 개인들이 법정에서 자신을 대표할 준비를 하도록 돕는다,"법률 정보의 제공을 통해, 프로그램은 또한 개인들이 법정에서 자신을 대표할 준비를 하도록 돕는다.",entailment
35307,그것은 어 그것은 당신이 플래시백을 받는 것을 요동친다 어 당신은 플래시백을 얻었지만 당신은 정말로 그것이 플래시백이라는 것을 알 수 있다 왜냐하면 인쇄물이 이탈리아어로 가기 때문이다,"글씨는 변하지 않고, 플래시백 없이 모두 정상적인 글꼴로 되어 있다.",contradiction
153639,그것은 어 그것은 당신이 플래시백을 받는 것을 요동친다 어 당신은 플래시백을 얻었지만 당신은 정말로 그것이 플래시백이라는 것을 알 수 있다 왜냐하면 인쇄물이 이탈리아어로 가기 때문이다,글은 다양합니다. 이탤릭체로 쓰여진 플래시백이 있습니다.,entailment
214071,그것은 어 그것은 당신이 플래시백을 받는 것을 요동친다 어 당신은 플래시백을 얻었지만 당신은 정말로 그것이 플래시백이라는 것을 알 수 있다 왜냐하면 인쇄물이 이탈리아어로 가기 때문이다,이탤릭체로 된 텍스트를 가지고 있으면 플래시백이 언제인지 쉽게 알 수 있다.,neutral
14756,성역은 경건함과 호전성을 예시한다,그 성소는 평화와는 아무 상관이 없다.,neutral
249897,성역은 경건함과 호전성을 예시한다,그 성소는 경건함과 호전성에 관한 것이 전혀 아니다.,contradiction
360131,성역은 경건함과 호전성을 예시한다,그 성소는 경건함과 호전성에 관한 것이다.,entailment
1332,그것의 내부 챔버에는 붉은 화강암 석관이 들어 있는 것으로 밝혀졌다,화강암 석관은 실내에서만 발견된다.,neutral
102171,그것의 내부 챔버에는 붉은 화강암 석관이 들어 있는 것으로 밝혀졌다,화강암 석관은 내부 챔버에서 찾을 수 있다.,entailment
192598,그것의 내부 챔버에는 붉은 화강암 석관이 들어 있는 것으로 밝혀졌다,화강암 석관은 내부 챔버 내에서 찾을 수 없다.,contradiction
227946,그것의 내부 챔버에는 붉은 화강암 석관이 들어 있는 것으로 밝혀졌다,실내에는 흡혈귀 한 마리가 있었다.,neutral
233283,그것의 내부 챔버에는 붉은 화강암 석관이 들어 있는 것으로 밝혀졌다,실내실에는 석관이 없었다.,contradiction
329202,그것의 내부 챔버에는 붉은 화강암 석관이 들어 있는 것으로 밝혀졌다,내부 모따기에서 붉은 화강암 석관이 발견되었다.,entailment
47803,그가 마음을 바꿔 현재 쿠바에 적용되는 무역과 민주화의 연계라는 일반적인 정책을 추진하고 있는 것은 아니다,그는 쿠바 정책으로 360도를 완주했다.,contradiction
259856,그가 마음을 바꿔 현재 쿠바에 적용되는 무역과 민주화의 연계라는 일반적인 정책을 추진하고 있는 것은 아니다,그는 쿠바와의 무역에 대해 생각을 바꾸지 않았다.,entailment
334715,그가 마음을 바꿔 현재 쿠바에 적용되는 무역과 민주화의 연계라는 일반적인 정책을 추진하고 있는 것은 아니다,그는 쿠바와 관련하여 이전과 같은 이상을 따르고 있다.,neutral
54536,광고가 나올 때마다 소파에서 일어나,상업 휴식 시간에 소파에서 내려.,entailment
196899,광고가 나올 때마다 소파에서 일어나,당신의 쇼 동안 운동하고 상업적인 휴식 시간에 앉는다.,contradiction
273177,광고가 나올 때마다 소파에서 일어나,모든 상업적 휴식은 휴식이 끝날 때까지 점프 잭을 한다.,neutral
17573,좋은 아침이에요 토미가 상냥하게 말했다,토미는 그들을 보고 기뻤다.,neutral
51829,좋은 아침이에요 토미가 상냥하게 말했다,토미는 그들에게 인사하는 데 냉담했다.,contradiction
299688,좋은 아침이에요 토미가 상냥하게 말했다,토미는 친근한 태도로 그들을 맞이했다.,entailment
19922,우리는 마을을 보호하기 위해 이 싸움에 동참했다,우리는 전쟁으로부터 마을을 보호하는 것을 도울 것이다.,neutral
24473,우리는 마을을 보호하기 위해 이 싸움에 동참했다,우리는 마을을 보호하는 것을 도울 것이다.,entailment
363197,우리는 마을을 보호하기 위해 이 싸움에 동참했다,우리는 그 마을을 보호하는 데 어떤 역할도 원하지 않는다.,contradiction
54123,꽤 충격적이었습니다,믿을 수 없을 정도로 놀랐다.,entailment
184235,꽤 충격적이었습니다,다행히도 놀랐다.,neutral
371959,꽤 충격적이었습니다,전혀 놀라지 않았다.,contradiction
149709,그를 기억하는가,그가 누군지 기억하니?,entailment
272144,그를 기억하는가,난 네가 그를 기억하지 못한다는 걸 알아.,contradiction
354014,그를 기억하는가,우리가 같이 일했던 그 사람 기억나?,neutral
113221,그것이 그가 형편없는 대통령을 만드는 이유이기도 하다,그는 형편없는 대통령이 될 것이기 때문에 차기 대통령이 되어서는 안 된다.,neutral
317774,그것이 그가 형편없는 대통령을 만드는 이유이기도 하다,"비록 그가 형편없고 오만하지만, 그는 차기 대통령이 되어야 한다.",contradiction
369397,그것이 그가 형편없는 대통령을 만드는 이유이기도 하다,이것이 그가 형편없는 대통령이 될 또 다른 이유다.,entailment
123416,표준을 운전할 수 없습니다,당신은 이미 표준 운전법을 알고 있습니다.,contradiction
133693,표준을 운전할 수 없습니다,표준을 운전하기 전에 배워야 합니다.,neutral
143949,표준을 운전할 수 없습니다,너는 표준 운전하는 법을 몰라.,entailment
118982,선택된 사람들은 유대인들이 네안데르탈인이라는 그의 성서적 증거의 연장선이다에소는 털이 많다 기억하지,선택된 사람들은 그의 성서적 증거를 연장하지 않았다.,contradiction
185788,선택된 사람들은 유대인들이 네안데르탈인이라는 그의 성서적 증거의 연장선이다에소는 털이 많다 기억하지,선택된 사람들은 30개의 새로운 성서적 증거를 제시한다.,neutral
245430,선택된 사람들은 유대인들이 네안데르탈인이라는 그의 성서적 증거의 연장선이다에소는 털이 많다 기억하지,선택받은 사람들은 그의 성경적 증거의 연장선이다.,entailment
22647,한편 세계는 때때로 국경까지 위험한 산책을 통해 모험의 세계를 지원하는 것에 만족할 것이다,때때로 국경까지 위험한 산책은 세계가 지원하기에 만족할 모험의 세계다.,entailment
145673,한편 세계는 때때로 국경까지 위험한 산책을 통해 모험의 세계를 지원하는 것에 만족할 것이다,때때로 국경까지 위험한 산책은 세계가 지원하는데 만족하지 못할 모험의 세계다.,contradiction
344310,한편 세계는 때때로 국경까지 위험한 산책을 통해 모험의 세계를 지원하는 것에 만족할 것이다,때때로 국경까지 위험한 산책은 세계가 지원하는데 만족할 모험의 세계다. 왜냐하면 그것은 위험해 보이지만 실제로 매우 안전하기 때문이다.,neutral
234468,이 산책로에서는 카페나 펍에서 결코 멀지 않을 것이기 때문에 점심이나 다과를 위해 휴식을 취하는 것은 항상 가능하다,그 지역은 외진 곳이고 식당이 없다.,contradiction
245943,이 산책로에서는 카페나 펍에서 결코 멀지 않을 것이기 때문에 점심이나 다과를 위해 휴식을 취하는 것은 항상 가능하다,후지산에 가면 먹거나 마실 수 있는 곳에서 결코 멀지 않으니 지갑을 가져와라!,neutral
294121,이 산책로에서는 카페나 펍에서 결코 멀지 않을 것이기 때문에 점심이나 다과를 위해 휴식을 취하는 것은 항상 가능하다,너는 먹거나 마실 곳과 결코 멀지 않다.,entailment
192691,란타우 동쪽 해안이 내려다보이는 산비탈에 위치한 트라피스트 수도원도 방문객들에게 개방되어 있다,트라피스트 수도원은 일반적으로 방문객들에게 문을 닫는다.,contradiction
235753,란타우 동쪽 해안이 내려다보이는 산비탈에 위치한 트라피스트 수도원도 방문객들에게 개방되어 있다,산비탈에는 방문객들을 환영하는 수도원이 있다.,entailment
303554,란타우 동쪽 해안이 내려다보이는 산비탈에 위치한 트라피스트 수도원도 방문객들에게 개방되어 있다,트라피스트 수도원은 수도사들이 만든 맥주로 유명하다.,neutral
14231,그는 방으로 들어가 다른 문 열쇠 중 하나를 통해 문을 열었습니다 모두 비슷했습니다,그는 열쇠 중 하나로 잠금을 해제한 후 방으로 들어간다.,entailment
62743,그는 방으로 들어가 다른 문 열쇠 중 하나를 통해 문을 열었습니다 모두 비슷했습니다,그는 열쇠 하나를 가지고 있음에도 불구하고 방에 들어갈 수 없었다.,contradiction
221495,그는 방으로 들어가 다른 문 열쇠 중 하나를 통해 문을 열었습니다 모두 비슷했습니다,모든 도어 키는 거의 동일합니다.,neutral
22193,그때 간호사 중 한 명이 사기꾼이었고 문 앞에서 귀를 기울였다,"그때 간호사 중 한 명이 범인이었고, 문을 엿들었다.",entailment
53238,그때 간호사 중 한 명이 사기꾼이었고 문 앞에서 귀를 기울였다,간호사 중 한 명은 사실 그녀의 연락처에 전달될 정보를 듣고 있는 스파이였다.,neutral
306404,그때 간호사 중 한 명이 사기꾼이었고 문 앞에서 귀를 기울였다,"간호사는 정직한 사람이었고, 그녀는 뒤에 있는 문을 닫았다.",contradiction
134655,내가 가지고 있는 문제는 내가 직업이 없다는 것이다,왜냐하면 나는 지금 일을 하고 있기 때문에 잘못을 찾을 수 없다.,contradiction
323299,내가 가지고 있는 문제는 내가 직업이 없다는 것이다,만약 내가 직업을 가졌다면 나는 다른 문제가 있을 것이다.,neutral
375733,내가 가지고 있는 문제는 내가 직업이 없다는 것이다,나는 직업이 없기 때문에 그것과 대립하고 있다.,entailment
65213,루시는 집에 머물렀다,루시는 자전거 타면서 하루를 보냈다.,contradiction
110497,루시는 집에 머물렀다,루시는 텔레비전을 보았다.,neutral
333904,루시는 집에 머물렀다,루시는 외출하지 않았다.,entailment
55819,눈이 내리고 있었나요,네가 떠날 때 눈이 왔니?,neutral
325707,눈이 내리고 있었나요,눈이 오지 않았어요.,contradiction
336782,눈이 내리고 있었나요,눈이 왔나요?,entailment
34773,너무 깨끗하고 더러워 동시에,그것은 깨끗하고 더럽다.,entailment
273094,너무 깨끗하고 더러워 동시에,아주 더러워요.,contradiction
278505,너무 깨끗하고 더러워 동시에,한동안은 더 깨끗해질 것이다.,neutral
7576,1986년에 그의 농담은 현실이 되었다,"1986년에, 그것은 일어났다.",entailment
212405,1986년에 그의 농담은 현실이 되었다,1986년에 모든 것이 멈췄다.,contradiction
350089,1986년에 그의 농담은 현실이 되었다,"1986년, 그것은 정말로 성의 지정으로 실현되었다.",neutral
71572,아주 예쁘다,믿을 수 없을 정도로 추하다.,contradiction
134184,아주 예쁘다,꽤 아름다워.,entailment
343913,아주 예쁘다,새벽의 꽃밭은 매우 예쁘다.,neutral
12732,도움이 되다,도움이 안 돼요.,contradiction
13192,도움이 되다,이것이 가장 도움이 됩니다.,neutral
32136,도움이 되다,그것은 유익하다.,entailment
76168,이후 재판관 3명이 법정을 떠났고 이 중 2명은 친의장 쪽에서 나왔다,법정을 떠난 재판관들은 다른 곳을 찾았다.,neutral
160750,이후 재판관 3명이 법정을 떠났고 이 중 2명은 친의장 쪽에서 나왔다,재판관들은 법정을 떠나지 않았다.,contradiction
250409,이후 재판관 3명이 법정을 떠났고 이 중 2명은 친의장 쪽에서 나왔다,두 명의 친의장 재판관과 한 명의 비법관이 법정을 떠났다.,entailment
20170,하지만 나는 그가 두려워할 사람이라는 것을 알고 있다,"그는 계획을 가진 사람이고, 그것은 내 가슴에 두려움을 안겨준다.",neutral
32543,하지만 나는 그가 두려워할 사람이라는 것을 알고 있다,그는 무시무시한 사람이다.,entailment
87094,시설에는 수영장이 있습니다,시설에는 매일 아침 무료 도넛이 있습니다.,neutral
241214,시설에는 수영장이 있습니다,수영장은 이용 가능한 시설에 포함되어 있다,entailment
308318,시설에는 수영장이 있습니다,구내에 수영장이 없습니다.,contradiction
109237,화이트는 리볼버를 들고 링컨의 배를 쐈다,링컨은 화이트에게 복부에 총을 맞았다.,entailment
227200,화이트는 리볼버를 들고 링컨의 배를 쐈다,화이트는 자신이 가장 좋아하는 리볼버를 꺼냈다.,neutral
366462,화이트는 리볼버를 들고 링컨의 배를 쐈다,링컨은 화이트의 머리에 총을 맞았다.,contradiction
21334,작별인사도 잘하고,당신과 이야기하는 것이 즐거웠어요.,entailment
311021,작별인사도 잘하고,"네 소식을 들으니 정말 좋았어, 다시 했으면 좋겠어.",neutral
323214,작별인사도 잘하고,당신에게 말하는 것은 끔찍했어요.,contradiction
116352,그녀의 남편은 우리가 거기 있기 때문에 그녀가 실제로 시간을 덜 쓴다고 말한다,우리의 존재는 항상 사람들이 일을 하는 것을 막는다.,neutral
344567,그녀의 남편은 우리가 거기 있기 때문에 그녀가 실제로 시간을 덜 쓴다고 말한다,그녀의 남편은 우리가 거기 있기 때문에 그녀가 시간을 덜 쓴다고 말한다.,entailment
372810,그녀의 남편은 우리가 거기 있기 때문에 그녀가 실제로 시간을 덜 쓴다고 말한다,그녀는 남편이 없다,contradiction
19967,하지만 중요한 점은 리타가 있다는 것이다,리타라고 불리는 사람이 있다는 것은 중요하지 않다.,contradiction
334496,하지만 중요한 점은 리타가 있다는 것이다,"하지만 핵심은, 리타라는 사람이 있나요?",entailment
368085,하지만 중요한 점은 리타가 있다는 것이다,"하지만 요점은, 여기 리타 옆에 누가 가니?",neutral
172693,가장 놀라운 것은 월리스의 대통령 선거 운동  그는 1964년 1968년 1972년 1976년에 출마했는데  거의 완전히 생략되었다,월리스는 대통령 선거에 출마하지 않았다.,contradiction
227012,가장 놀라운 것은 월리스의 대통령 선거 운동  그는 1964년 1968년 1972년 1976년에 출마했는데  거의 완전히 생략되었다,월리스는 네 번의 별도 임기를 위해 대통령 선거에 출마했다.,entailment
276215,가장 놀라운 것은 월리스의 대통령 선거 운동  그는 1964년 1968년 1972년 1976년에 출마했는데  거의 완전히 생략되었다,월리스는 한 임기 동안 대통령이었다.,neutral
121210,우리는 아마도 우리가 할 수 있다면 선생님들 그리고 학생들과 더 많은 것을 함께 할 필요가 있을 것이다,교사와 학생들은 한 번에 한 명 더 있어야 한다.,entailment
156580,우리는 아마도 우리가 할 수 있다면 선생님들 그리고 학생들과 더 많은 것을 함께 할 필요가 있을 것이다,그 지역의 어떤 선생님도 학생과 더 많은 시간을 보내려고 하지 않는다.,contradiction
383209,우리는 아마도 우리가 할 수 있다면 선생님들 그리고 학생들과 더 많은 것을 함께 할 필요가 있을 것이다,만약 학생들이 선생님들과 더 많은 시간을 보내기로 동의한다면 우리는 이 문제를 가지고 있지 않을 것이다.,neutral
2658,켈트족의 악어들도 많이 있습니다,켈트족의 십자가는 많지 않다.,contradiction
183468,켈트족의 악어들도 많이 있습니다,모든 켈트족의 십자가는 키가 큽니다.,neutral
214730,켈트족의 악어들도 많이 있습니다,많은 켈트족의 십자가가 있습니다.,entailment
35292,이번에는 효과가 있을 것이고 이번에는 그녀가 내 것이 될 것이다,나는 그녀를 잡을 희망이 없다.,contradiction
118277,이번에는 효과가 있을 것이고 이번에는 그녀가 내 것이 될 것이다,그녀는 이번에는 효과가 있을 것이기 때문에 내 것이 될 것이다.,entailment
191319,이번에는 효과가 있을 것이고 이번에는 그녀가 내 것이 될 것이다,나는 이번에는 그녀가 내 것이 되기를 매우 희망한다.,neutral
92555,하지만 당신의 노동자들은 어떤가요,당신의 고객들은 어떤가요?,contradiction
197186,하지만 당신의 노동자들은 어떤가요,당신의 노동자들은 무엇을 할 것인가?,entailment
334346,하지만 당신의 노동자들은 어떤가요,당신의 노동자들의 건강은 어떤가요?,neutral
100233,이 지역은 몬테고 베이 요트 클럽의 본거지이기도 합니다 몬테고 베이 요트 클럽은 일년 내내 많은 요트 레가타를 주최합니다,이곳은 요트를 즐길 장소가 아니다.,contradiction
181677,이 지역은 몬테고 베이 요트 클럽의 본거지이기도 합니다 몬테고 베이 요트 클럽은 일년 내내 많은 요트 레가타를 주최합니다,몬테고 베이 요트 클럽의 본거지이기도하며 일년 내내 많은 레가타를 제공합니다.,entailment
379948,이 지역은 몬테고 베이 요트 클럽의 본거지이기도 합니다 몬테고 베이 요트 클럽은 일년 내내 많은 요트 레가타를 주최합니다,몬테고 베이 요트 클럽도 이곳에 위치하는 것을 선택한다.,neutral
21328,어디로 가는 걸까,어디 가나요?,entailment
76858,어디로 가는 걸까,누구랑 같이 가나요?,neutral
325833,어디로 가는 걸까,아무데도 안가요?,contradiction
86851,직원들은 친절하고 수영장이 있다,직원들은 친절하고 바로 인사를 합니다.,neutral
224651,직원들은 친절하고 수영장이 있다,직원들은 친절하다.,entailment
333763,직원들은 친절하고 수영장이 있다,직원들은 매우 무례하다.,contradiction
117541,같은 기간이었다,그것은 다른 기간이었다.,contradiction
180268,같은 기간이었다,쇼군과 같은 시간대였다.,neutral
307052,같은 기간이었다,같은 시간대였다.,entailment
10128,한편 그는 선거기부금을 위해 파키스탄 로비스트에게 팔을 얹은 혐의로 조사를 받고 있다,그는 여러 가지 부당함으로 조사를 받았다.,neutral
75909,한편 그는 선거기부금을 위해 파키스탄 로비스트에게 팔을 얹은 혐의로 조사를 받고 있다,그는 이해 상충으로 고발된 적이 없다.,contradiction
375534,한편 그는 선거기부금을 위해 파키스탄 로비스트에게 팔을 얹은 혐의로 조사를 받고 있다,파키스탄의 한 로비스트가 그의 캠페인에 기여했다.,entailment
30303,대통령의 예산을 준비하기 위한 기본 지침인 A11은 GPRA와 예산 과정 사이의 필수적인 연관성을 강조한다,대통령의 예산은 매년 준비된다.,neutral
40256,대통령의 예산을 준비하기 위한 기본 지침인 A11은 GPRA와 예산 과정 사이의 필수적인 연관성을 강조한다,GPRA와 예산 절차 사이에는 아무런 연관성이 없다.,contradiction
137337,대통령의 예산을 준비하기 위한 기본 지침인 A11은 GPRA와 예산 과정 사이의 필수적인 연관성을 강조한다,GPRA와 예산 과정 사이의 연관성은 대통령 예산 지침에 나와 있다.,entailment
250645,그것은 미국에서 매일 영화를 위해 이루어진다,이 영화는 미국에서 매일 일어나는 현상이다.,entailment
336046,그것은 미국에서 매일 영화를 위해 이루어진다,그것은 미국에서 영화를 위해 일년에 한 번 행해진다.,contradiction
360306,그것은 미국에서 매일 영화를 위해 이루어진다,그것은 미국의 오랜 상설 영화 전통이다.,neutral
178140,미군을 공격하고 있습니다,러시아인들이 미군 병사를 공격하고 있다.,neutral
245463,미군을 공격하고 있습니다,미국에서 온 군인을 공격했다.,entailment
350812,미군을 공격하고 있습니다,독일군을 공격했다.,contradiction
160275,인도 예약을 방문했습니다,인디언 보호구역으로 갔어요.,entailment
190621,인도 예약을 방문했습니다,인디언 보호구역에 가지 않았어요,contradiction
299221,인도 예약을 방문했습니다,인디언 보호구역 방문을 즐겼다,neutral
74343,산마리노 근처에는 이 카운티에서 가장 좋은 박물관 몇 곳이 있다,산마리노에는 올림픽에 헌정된 박물관이 있다.,neutral
166785,산마리노 근처에는 이 카운티에서 가장 좋은 박물관 몇 곳이 있다,산마리노에는 이 나라에서 가장 좋은 박물관들이 있다.,entailment
228376,산마리노 근처에는 이 카운티에서 가장 좋은 박물관 몇 곳이 있다,샘 마리노는 이 나라에서 가장 많은 박물관을 가지고 있다.,contradiction
12607,한 형체가 말을 이끄는 허세 가장자리에 멈춰 섰다,누군가가 허세를 부리기 시작하려던 참이었다.,neutral
218260,한 형체가 말을 이끄는 허세 가장자리에 멈춰 섰다,아무도 허세를 부리지 않았다.,contradiction
123548,이 신들의 아내들도 수많은 이름과 속성을 가지고 있다,이 신들의 아내들은 그들만의 이름과 속성을 가지고 있지 않다.,contradiction
252592,이 신들의 아내들도 수많은 이름과 속성을 가지고 있다,이 신들의 아내들은 또한 똑같이 중요한 것으로 보이는 수많은 이름과 속성을 가지고 있다.,neutral
377544,이 신들의 아내들도 수많은 이름과 속성을 가지고 있다,신의 아내를 위한 수많은 이름과 속성이 있다.,entailment
16067,그것은 하룻밤 사이에 일어나지 않을 것이고 약간의 좌절 없이는 일어나지 않을 것이다,그것은 빠르고 순조롭게 진행될 것이다.,contradiction
131759,그것은 하룻밤 사이에 일어나지 않을 것이고 약간의 좌절 없이는 일어나지 않을 것이다,그것이 무엇이든 간에 시간이 좀 걸릴 것이고 약간의 좌절을 겪을 것이다.,entailment
317059,그것은 하룻밤 사이에 일어나지 않을 것이고 약간의 좌절 없이는 일어나지 않을 것이다,그것은 상대방이 반대하는 새로운 법을 추진하고 있다.,neutral
169317,또는 그것이 당신의 감정을 성취하기 위해 그들이 성취하기 위해 시작한 것을 성취한다,그들은 그들이 하겠다고 말한 것을 할 필요가 있다.,neutral
216049,또는 그것이 당신의 감정을 성취하기 위해 그들이 성취하기 위해 시작한 것을 성취한다,그들은 그들이 시작한 것을 성취할 필요가 있다.,entailment
28086,아주 좋은 의미입니다,이치에 맞을 뿐이다.,neutral
208422,아주 좋은 의미입니다,말이 안 된다.,contradiction
216542,아주 좋은 의미입니다,그건 상식입니다.,entailment
75520,당신의 소중한 민간 산업이 있습니다,당신의 소중한 민간 산업은 틀렸다.,neutral
150503,당신의 소중한 민간 산업이 있습니다,여기 당신의 소중한 민간 산업이 있습니다.,entailment
188155,당신의 소중한 민간 산업이 있습니다,나는 너의 민간 산업에 대해 걱정하지 않는다.,contradiction
113627,예루살렘에서만 2위가된 도시는 시끄럽고 붐비는 아랍 도시 자파의 작은 이웃으로 1906년에 시작되었습니다,예루살렘은 이것보다 더 큰 유일한 도시입니다.,entailment
221963,예루살렘에서만 2위가된 도시는 시끄럽고 붐비는 아랍 도시 자파의 작은 이웃으로 1906년에 시작되었습니다,그 도시는 지난 세기에 걸쳐 그 지역의 다른 어떤 도시보다 더 빨리 성장했다.,neutral
236572,예루살렘에서만 2위가된 도시는 시끄럽고 붐비는 아랍 도시 자파의 작은 이웃으로 1906년에 시작되었습니다,"이 도시는 오랫동안 설립되었고, 100년 전에 지금과 거의 비슷했다.",contradiction
73603,당신이 할 수 있는 유일한 기계적인 일은 자신을 부족하게 만드는 것이다,기계적인 존재를 추구하기 위해서는 먼저 100권의 책을 읽어야 한다.,neutral
90761,당신이 할 수 있는 유일한 기계적인 일은 자신을 부족하게 만드는 것이다,자신을 덜 이용할 수 있게 함으로써 당신이 성취하기를 바랄 수 있는 유일한 기계론적 것이다.,entailment
242377,당신이 할 수 있는 유일한 기계적인 일은 자신을 부족하게 만드는 것이다,자신을 더 이용할 수 있게 하는 것은 기계적인 것이 되는 한 가지 방법이다.,contradiction
99606,아무도 그들이 받고 있는 옵션의 수를 누설하지 않을 것이다,그들은 모두 자유롭게 자신의 선택지를 공유하고 있다.,contradiction
257046,아무도 그들이 받고 있는 옵션의 수를 누설하지 않을 것이다,모든 사람들은 다른 사람들이 그들의 선택에 대해 안다면 무슨 일이 일어날지 두려워한다.,neutral
375876,아무도 그들이 받고 있는 옵션의 수를 누설하지 않을 것이다,모든 사람들이 그들의 선택권 번호를 비밀로 하고 있다.,entailment
143867,우리는 대통령들에게 현금 대신 육지에서 그들의 봉급을 지불할 수 있다,우리는 대통령에게 봉급을 지불할 수 있다.,entailment
214374,우리는 대통령들에게 현금 대신 육지에서 그들의 봉급을 지불할 수 있다,대통령은 현재 많은 봉급을 받고 있다.,neutral
284465,우리는 대통령들에게 현금 대신 육지에서 그들의 봉급을 지불할 수 있다,대통령에게 봉급을 지급하는 것은 불가능하다.,contradiction
25007,왜 이 병원들이 그렇게 많은 돈을 벌고 있는 거지,병원은 돈을 벌지 않는다.거의 자원 봉사활동이다.,contradiction
212024,왜 이 병원들이 그렇게 많은 돈을 벌고 있는 거지,나는 왜 병원들이 돈을 버는지 이해할 수 없다.,neutral
252361,왜 이 병원들이 그렇게 많은 돈을 벌고 있는 거지,병원은 많은 돈을 번다.,entailment
41795,그녀는 시카고 프로젝트의 소녀들을 지도하고 모어하우스 대학과 테네시 주립 대학에 장학금을 수여한다,그녀는 젊은 여성들이 대학에 가도록 격려한다.,entailment
218903,그녀는 시카고 프로젝트의 소녀들을 지도하고 모어하우스 대학과 테네시 주립 대학에 장학금을 수여한다,많은 여학생들이 그녀 때문에 대학을 졸업했다.,neutral
242163,그녀는 시카고 프로젝트의 소녀들을 지도하고 모어하우스 대학과 테네시 주립 대학에 장학금을 수여한다,그녀는 모어하우스 대학에 장학금만 기부한다.,contradiction
44366,목수들도 마찬가지로 효과적이었다,목수들이 효과적이었다.,entailment
64561,목수들도 마찬가지로 효과적이었다,목수들은 매우 숙련되고 경험이 많았다.,neutral
210526,목수들도 마찬가지로 효과적이었다,목수들은 효과가 없었다.,contradiction
213960,총알은 25센트인데 어떤 것이 더 효과적인지 말해준다,그 총은 총알보다 더 비싸다.,neutral
283692,총알은 25센트인데 어떤 것이 더 효과적인지 말해준다,고속열차 타는 데 25센트밖에 들지 않을 때 어떤 노선이 더 저렴한지 알려주세요.,contradiction
357450,총알은 25센트인데 어떤 것이 더 효과적인지 말해준다,"총알이 25센트밖에 들지 않을 때, 당신은 나에게 어떤 것이 더 비용 효과적인지 알려준다.",entailment
5183,하지만 우리가 너에게 말하지 않은 것이 있어 그녀의 눈은 당황하여 제인을 바라보았다,이미 다 알려드렸잖아요.,contradiction
101259,하지만 우리가 너에게 말하지 않은 것이 있어 그녀의 눈은 당황하여 제인을 바라보았다,"당신이 알고 있는 모든 정보를 주지는 않았지만, 오늘 밤 당신에게 말할 겁니다.",neutral
338209,하지만 우리가 너에게 말하지 않은 것이 있어 그녀의 눈은 당황하여 제인을 바라보았다,당황한 그녀의 눈은 제인에게 쏠렸다.,entailment
266538,무료 피자는 없습니다,피자는 공짜가 아닙니다.,entailment
284129,무료 피자는 없습니다,무료 피자.,contradiction
366920,무료 피자는 없습니다,탄산음료도 공짜가 아니다.,neutral
138583,예를 들어 2015년까지 시나리오 A는 비용 추정치 15달러를 반환한다,2015년까지 시나리오 A에 따른 비용은 15달러로 추산된다.,entailment
155390,예를 들어 2015년까지 시나리오 A는 비용 추정치 15달러를 반환한다,시나리오 A는 2016년에 20달러가 들 것이다.,neutral
234074,예를 들어 2015년까지 시나리오 A는 비용 추정치 15달러를 반환한다,"2015년에는 시나리오 A에서 총 5,000달러로 추산된다.",contradiction
11627,오 좋은 선택이야,그것은 나쁜 선택이다.,contradiction
294040,오 좋은 선택이야,"넷, 너한테 좋은 선택이 있었던 것 같아.",neutral
359071,오 좋은 선택이야,그것은 좋은 선택이다.,entailment
6475,산과 바다 사이에 있는 고속도로의 리본을 여행할 때 이 비싼 방갈로의 뒷면만 볼 수 있을 것이다,산과 바다 사이에 있는 고속도로의 리본을 여행할 때 이 값비싼 방갈로 전체를 볼 수 있을 것이다.,contradiction
140250,산과 바다 사이에 있는 고속도로의 리본을 여행할 때 이 비싼 방갈로의 뒷면만 볼 수 있을 것이다,방갈로는 부유한 우물을 수용하기 위해 고속도로에서 멀리 떨어져 있다.,neutral
278880,산과 바다 사이에 있는 고속도로의 리본을 여행할 때 이 비싼 방갈로의 뒷면만 볼 수 있을 것이다,"바다의 산들 사이에 놓여 있는 고속도로의 리본을 여행할 때, 여러분은 이 비싼 방갈로의 뒷면만 볼 수 있을 것이다.",entailment
